id_animal,numero_microchip,nome_animal,especie,raca,cor_base,sexo,idade_animal
47562,981020021050917,Garden,Gato,DSH/Unknown,Branco,Macho,80
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47575,982000407818195,Bella Boo!,Cachorro,Mastiff,Tigrado,Femea,52
47576,981020021070950,Patty,Cachorro,Pitbull,Castanho,Femea,41
47582,981020013554158,Dibs,Cachorro,Pitbull/Mix,Branco,Macho,34
47591,981020021857251,Serafina,Cachorro,Papillon,Branco,Femea,81
47591,981020021857251,Serafina,Cachorro,Papillon,Branco,Femea,81
47595,981020021043067,Zips,Gato,Domestic Short Hair,Preto e Branco,Femea,104
47613,981020021074093,Waylon,Cachorro,Beagle,Tricolor,Macho,56
47613,981020021074093,Waylon,Cachorro,Beagle,Tricolor,Macho,56
47613,981020021074093,Waylon,Cachorro,Beagle,Tricolor,Macho,56
47617,981020021055166,Jesse,Gato,DSH/Unknown,Cinza e Branco,Femea,68
47627,981020021823219,Binks,Gato,DSH/Unknown,Bege,Macho,21
47627,981020021823219,Binks,Gato,DSH/Unknown,Bege,Macho,21
47628,981020021850559,Bobbin,Gato,DSH/Unknown,Fulvo,Macho,21
47628,981020021850559,Bobbin,Gato,DSH/Unknown,Fulvo,Macho,21
47629,981020021848969,Binkie,Gato,DSH/Unknown,Bege,Macho,21
47629,981020021848969,Binkie,Gato,DSH/Unknown,Bege,Macho,21
47630,981020021811770,Stan,Gato,DSH/Unknown,Laranja,Macho,21
47630,981020021811770,Stan,Gato,DSH/Unknown,Laranja,Macho,21
47630,981020021811770,Stan,Gato,DSH/Unknown,Laranja,Macho,21
47630,981020021811770,Stan,Gato,DSH/Unknown,Laranja,Macho,21
47631,981020021814036,Boomer,Gato,DLH/Unknown,Laranja,Macho,21
47631,981020021814036,Boomer,Gato,DLH/Unknown,Laranja,Macho,21
47631,981020021814036,Boomer,Gato,DLH/Unknown,Laranja,Macho,21
47632,981020021818036,Evan,Gato,DSH/Unknown,Marrom,Macho,21
47632,981020021818036,Evan,Gato,DSH/Unknown,Marrom,Macho,21
47632,981020021818036,Evan,Gato,DSH/Unknown,Marrom,Macho,21
47633,981020021837935,Beaux,Gato,DSH/Unknown,Marrom e Preto,Femea,21
47633,981020021837935,Beaux,Gato,DSH/Unknown,Marrom e Preto,Femea,21
47634,981020021818926,Dusty,Gato,Domestic Short Hair,Seal,Femea,20
47634,981020021818926,Dusty,Gato,Domestic Short Hair,Seal,Femea,20
47635,981020021805083,Ed,Gato,Domestic Short Hair,Preto e Branco,Macho,20
47635,981020021805083,Ed,Gato,Domestic Short Hair,Preto e Branco,Macho,20
47636,981020021824312,Tux,Gato,Domestic Short Hair,Preto e Branco,Macho,20
47636,981020021824312,Tux,Gato,Domestic Short Hair,Preto e Branco,Macho,20
47637,981020021814469,Trouble,Gato,Domestic Short Hair,Branco,Macho,20
47637,981020021814469,Trouble,Gato,Domestic Short Hair,Branco,Macho,20
47638,981020021800503,Samantha,Gato,Domestic Short Hair,Preto e Branco,Femea,56
47638,981020021800503,Samantha,Gato,Domestic Short Hair,Preto e Branco,Femea,56
47639,981020021053332,Apollo,Cachorro,Labrador Retriever/Collie,Preto,Macho,36
47639,981020021053332,Apollo,Cachorro,Labrador Retriever/Collie,Preto,Macho,36
47639,981020021053332,Apollo,Cachorro,Labrador Retriever/Collie,Preto,Macho,36
47639,981020021053332,Apollo,Cachorro,Labrador Retriever/Collie,Preto,Macho,36
47639,981020021053332,Apollo,Cachorro,Labrador Retriever/Collie,Preto,Macho,36
47654,None,Hops,Coelho Domestico,American Sable/American,Preto,Femea,32
47659,981020021056387,Earl,Gato,Domestic Medium Hair,Branco,Macho,28
47661,981020021050458,Conner,Gato,Domestic Short Hair,Preto,Macho,44
47662,981020021056520,Carol,Cachorro,Shep Mix/Great Dane,Preto e Marrom,Femea,83
47665,982000406743590,Jynx,Cachorro,Bully Breed Mix/Mix,Preto,Femea,64
47665,982000406743590,Jynx,Cachorro,Bully Breed Mix/Mix,Preto,Femea,64
47681,None,Sisqo`,Cachorro,Siberian Husky/Affenpinscher,Preto e Branco,Macho,47
47683,981020021048400,Larry,Cachorro,Hound/German Shorthaired Pointer,Vermelho,Macho,37
47684,981020021073679,Gabby (Sage),Gato,Domestic Short Hair,Cinza,Femea,200
47684,981020021073679,Gabby (Sage),Gato,Domestic Short Hair,Cinza,Femea,200
47684,981020021073679,Gabby (Sage),Gato,Domestic Short Hair,Cinza,Femea,200
47685,981020021056756,Suzette,Gato,Domestic Short Hair,Tartaruga,Femea,218
47685,981020021056756,Suzette,Gato,Domestic Short Hair,Tartaruga,Femea,218
47688,981020021793437,Beyonce,Gato,Domestic Short Hair,Cinza e Branco,Femea,34
47688,981020021793437,Beyonce,Gato,Domestic Short Hair,Cinza e Branco,Femea,34
47695,981020021052890,Earnest,Cachorro,Labrador Retriever/German Shepherd Dog,Preto,Macho,27
47696,981020021046869,Pepsi,Gato,Domestic Short Hair,Cinza e Branco,Macho,32
47697,981020021063692,William,Gato,Domestic Short Hair,Fulvo,Macho,44
47698,981020021834066,Amal Clooney,Gato,Domestic Short Hair,Preto,Femea,58
47698,981020021834066,Amal Clooney,Gato,Domestic Short Hair,Preto,Femea,58
47701,None,Jordan,Gato,Domestic Medium Hair,Marrom e Preto,Macho,55
47702,981020021076139,Sadie,Cachorro,Boxer/Shep Mix,Tigrado,Femea,111
47703,981020021049861,Promise,Gato,Domestic Long Hair,Preto,Femea,32
47703,981020021049861,Promise,Gato,Domestic Long Hair,Preto,Femea,32
47704,981020021063925,Charlie,Cachorro,Chihuahua/Mix,Vermelho,Macho,28
47707,981020021850302,Benji,Gato,DMH/DSH,Preto,Macho,20
47707,981020021850302,Benji,Gato,DMH/DSH,Preto,Macho,20
47708,981020021530896,Simba,Gato,DMH/DSH,Preto,Macho,20
47708,981020021530896,Simba,Gato,DMH/DSH,Preto,Macho,20
47710,None,Jayce,Cachorro,Pitbull,Azul,Macho,68
47712,981020021071032,Maya,Cachorro,Pomeranian/Siberian Husky,Prata,Femea,30
47712,981020021071032,Maya,Cachorro,Pomeranian/Siberian Husky,Prata,Femea,30
47712,981020021071032,Maya,Cachorro,Pomeranian/Siberian Husky,Prata,Femea,30
47714,981020021045164,Acheron,Cachorro,Pitbull,Cinza,Macho,55
47715,981020021067077,Renesmee,Cachorro,Pitbull/Mix,Marrom,Femea,74
47715,981020021067077,Renesmee,Cachorro,Pitbull/Mix,Marrom,Femea,74
47717,981020021051539,Luna,Cachorro,Pitbull/Mix,Preto e Branco,Femea,56
47717,981020021051539,Luna,Cachorro,Pitbull/Mix,Preto e Branco,Femea,56
47718,981020021053268,Tank,Cachorro,American Staffordshire Terrier,Preto e Branco,Macho,80
47718,981020021053268,Tank,Cachorro,American Staffordshire Terrier,Preto e Branco,Macho,80
47721,981020021070556,Smokey,Cachorro,Terrier,Cinza e Branco,Macho,32
47721,981020021070556,Smokey,Cachorro,Terrier,Cinza e Branco,Macho,32
47724,None,Magnolia,Coelho Domestico,Rex,Branco,Femea,73
47724,None,Magnolia,Coelho Domestico,Rex,Branco,Femea,73
47724,None,Magnolia,Coelho Domestico,Rex,Branco,Femea,73
47725,None,Sailor,Coelho Domestico,Lionhead/Jersey Wooly,Branco,Macho,65
47727,0A1220492C,Elliot,Cachorro,Terrier/Beagle,Marrom,Macho,116
47727,0A1220492C,Elliot,Cachorro,Terrier/Beagle,Marrom,Macho,116
47728,981020021052561,Moto,Cachorro,Rat Terrier,Preto e Branco,Macho,200
47730,981020021077325,Beemer,Gato,Domestic Short Hair,Laranja e Branco,Macho,23
47733,None,Peter,Coelho Domestico,Rex,Chocolate,Macho,26
47735,None,Cottontail,Coelho Domestico,American,Marrom,Femea,51
47736,None,Floppsy,Coelho Domestico,Dutch,Marrom,Macho,51
47737,None,Mopsy,Coelho Domestico,Rex,Chocolate,Femea,51
47738,None,Kingston,Cachorro,Australian Shepherd/Border Collie,Preto e Branco,Macho,53
47740,None,Whiskers,Rato,Standard,Branco,Macho,54
47741,None,Racer,Rato,Standard,Cinza e Branco,Macho,55
47742,981020021053540,Snickers,Cachorro,Mastiff/Mix,Castanho,Macho,31
47744,981020021044222,Tara,Cachorro,Pitbull/Labrador Retriever,Preto,Femea,30
47744,981020021044222,Tara,Cachorro,Pitbull/Labrador Retriever,Preto,Femea,30
47747,981020021817417,Jelly,Cachorro,Border Collie/Mix,Preto e Branco,Femea,33
47747,981020021817417,Jelly,Cachorro,Border Collie/Mix,Preto e Branco,Femea,33
47748,981020021788396,Peach,Cachorro,Border Collie/Mix,Marrom,Femea,20
47748,981020021788396,Peach,Cachorro,Border Collie/Mix,Marrom,Femea,20
47749,981020021818666,Buster Brown,Cachorro,Border Collie/Mix,Marrom e Branco,Macho,20
47749,981020021818666,Buster Brown,Cachorro,Border Collie/Mix,Marrom e Branco,Macho,20
47750,981020021822503,Pepper,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,24
47750,981020021822503,Pepper,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,24
47751,981020021786796,Butter,Cachorro,Border Collie/Mix,Marrom e Branco,Macho,20
47751,981020021786796,Butter,Cachorro,Border Collie/Mix,Marrom e Branco,Macho,20
47751,981020021786796,Butter,Cachorro,Border Collie/Mix,Marrom e Branco,Macho,20
47752,981020021838440,Pistol Pete,Cachorro,Border Collie/Mix,Preto e Branco,Macho,20
47752,981020021838440,Pistol Pete,Cachorro,Border Collie/Mix,Preto e Branco,Macho,20
47752,981020021838440,Pistol Pete,Cachorro,Border Collie/Mix,Preto e Branco,Macho,20
47753,981020021805080,King,Cachorro,Border Collie/Mix,Preto e Branco,Macho,26
47753,981020021805080,King,Cachorro,Border Collie/Mix,Preto e Branco,Macho,26
47753,981020021805080,King,Cachorro,Border Collie/Mix,Preto e Branco,Macho,26
47753,981020021805080,King,Cachorro,Border Collie/Mix,Preto e Branco,Macho,26
47754,981020021799874,Chutney,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,20
47754,981020021799874,Chutney,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,20
47755,981020021814169,Lucy Lu,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47755,981020021814169,Lucy Lu,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47755,981020021814169,Lucy Lu,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47756,981020021807634,Vista,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47756,981020021807634,Vista,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47756,981020021807634,Vista,Cachorro,Border Collie/Mix,Preto e Branco,Femea,20
47757,981020021789383,Honey,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,20
47757,981020021789383,Honey,Cachorro,Border Collie/Mix,Marrom e Branco,Femea,20
47759,981020021063234,Sam,Cachorro,Chihuahua/Mix,Castanho,Femea,163
47759,981020021063234,Sam,Cachorro,Chihuahua/Mix,Castanho,Femea,163
47760,981020021049797,Maverick,Cachorro,German Shepherd Dog,Ruddy,Macho,43
47762,981020021523069,Lola,Cachorro,Chihuahua,Castanho,Femea,80
47763,981020021070874,Robin,Gato,DSH/Unknown,Preto,Femea,104
47764,981020021064098,Monet,Cachorro,Pitbull/Mix,Marrom,Femea,32
47765,None,Blaze,Cachorro,Weimaraner/Terrier,Azul,Macho,34
47766,981020021066419,Peanut,Cachorro,Pit Bull Terrier,Marrom,Macho,32
47766,981020021066419,Peanut,Cachorro,Pit Bull Terrier,Marrom,Macho,32
47767,None,Xavier,Gato,DSH/Unknown,Marrom e Preto,Macho,74
47768,982000364502884,Sapphire,Gato,Domestic Medium Hair,Cinza,Femea,54
47769,981020021044752,Enzo,Cachorro,Chihuahua/Miniature Pinscher,Branco,Macho,27
47770,981020021047470,Little,Cachorro,Rat Terrier/Mix,Creme,Femea,92
47770,981020021047470,Little,Cachorro,Rat Terrier/Mix,Creme,Femea,92
47771,981020021070308,Chica,Cachorro,Rat Terrier/Beagle,Tricolor,Femea,104
47771,981020021070308,Chica,Cachorro,Rat Terrier/Beagle,Tricolor,Femea,104
55297,981020021047259,Batman,Gato,Domestic Short Hair,Preto e Branco,Macho,139
55297,981020021047259,Batman,Gato,Domestic Short Hair,Preto e Branco,Macho,139
55297,981020021047259,Batman,Gato,Domestic Short Hair,Preto e Branco,Macho,139
55298,981020021073790,Marcus Antonius,Gato,Domestic Long Hair,Dourado,Macho,43
55299,981020021517307,Grasshopper,Gato,Domestic Short Hair,Tartaruga,Femea,67
55299,981020021517307,Grasshopper,Gato,Domestic Short Hair,Tartaruga,Femea,67
55299,981020021517307,Grasshopper,Gato,Domestic Short Hair,Tartaruga,Femea,67
55300,981020021046235,Jay Jay,Gato,Domestic Short Hair,Laranja,Macho,31
55301,981020021051952,Ginger Zee,Gato,Domestic Short Hair,Laranja,Femea,38
55301,981020021051952,Ginger Zee,Gato,Domestic Short Hair,Laranja,Femea,38
55301,981020021051952,Ginger Zee,Gato,Domestic Short Hair,Laranja,Femea,38
55302,981020021811181,Quincy,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Macho,21
55302,981020021811181,Quincy,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Macho,21
55302,981020021811181,Quincy,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Macho,21
55302,981020021811181,Quincy,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Macho,21
55303,981020021062491,Binks,Gato,Domestic Short Hair,Preto,Macho,44
55303,981020021062491,Binks,Gato,Domestic Short Hair,Preto,Macho,44
55304,981020021821989,Tike,Cachorro,Chihuahua/Yorkshire Terrier,Castanho e Preto,Macho,21
55304,981020021821989,Tike,Cachorro,Chihuahua/Yorkshire Terrier,Castanho e Preto,Macho,21
55304,981020021821989,Tike,Cachorro,Chihuahua/Yorkshire Terrier,Castanho e Preto,Macho,21
55304,981020021821989,Tike,Cachorro,Chihuahua/Yorkshire Terrier,Castanho e Preto,Macho,21
55305,981020021786453,Rebekkah,Cachorro,Chihuahua/Yorkshire Terrier,Preto e Castanho,Femea,21
55305,981020021786453,Rebekkah,Cachorro,Chihuahua/Yorkshire Terrier,Preto e Castanho,Femea,21
55305,981020021786453,Rebekkah,Cachorro,Chihuahua/Yorkshire Terrier,Preto e Castanho,Femea,21
55305,981020021786453,Rebekkah,Cachorro,Chihuahua/Yorkshire Terrier,Preto e Castanho,Femea,21
55307,981020021853914,Elizabeth,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Femea,21
55307,981020021853914,Elizabeth,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Femea,21
55307,981020021853914,Elizabeth,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Femea,21
55307,981020021853914,Elizabeth,Cachorro,Chihuahua/Yorkshire Terrier,Marrom e Preto,Femea,21
55308,None,Gus,Cachorro,Labrador Retriever/Mix,Preto e Branco,Macho,46
55309,None,Mike,Rato,Fancy,Branco e Cinza,Macho,31
55310,None,Steve,Rato,Fancy,Branco e Cinza,Macho,31
55311,None,Kevin,Rato,Fancy,Branco e Cinza,Macho,31
55312,None,Harlen,Rato,Fancy,Branco e Cinza,Desconhecido,31
55313,None,Edward,Rato,Fancy,Branco e Fígado,Macho,31
55314,None,Ike,Rato,Fancy,Branco e Fígado,Desconhecido,31
55315,None,Parker,Rato,Fancy,Branco e Cinza,Macho,31
55316,None,Douglas,Rato,Fancy,Branco e Fígado,Macho,31
55317,None,Jeffrey,Rato,Fancy,Branco e Fígado,Macho,31
55318,None,Elizabeth,Rato,Fancy,Branco e Fígado,Femea,31
55319,None,Fanny,Rato,Fancy,Branco e Cinza,Femea,31
55320,None,Neve,Rato,Fancy,Branco e Fígado,Femea,31
55321,None,Gnarly Britches Face-Head,Rato,Fancy,Branco e Cinza,Desconhecido,31
55322,981020021073267,Penny,Cachorro,Chihuahua/Mix,Marrom e Branco,Femea,36
55322,981020021073267,Penny,Cachorro,Chihuahua/Mix,Marrom e Branco,Femea,36
55323,981020021405154,Whisky,Cachorro,Shep Mix/Hound,Preto e Castanho,Macho,25
55324,None,Dozer,Rato,Fancy,Branco e Cinza,Desconhecido,31
55325,None,Rebel,Rato,Fancy,Branco e Cinza,Desconhecido,31
55326,None,Mango Ma`am,Rato,Fancy,Branco e Cinza,Desconhecido,31
55327,None,Neddy,Rato,Fancy,Branco e Cinza,Desconhecido,31
55328,None,Kia,Rato,Fancy,Branco e Cinza,Desconhecido,31
55329,None,Loogaroo,Rato,Fancy,Branco e Cinza,Desconhecido,31
55330,None,Naga,Rato,Fancy,Branco e Cinza,Desconhecido,31
55331,None,Drifter,Rato,Fancy,Branco e Cinza,Desconhecido,31
55332,None,Hyzenthlay,Rato,Fancy,Branco e Cinza,Desconhecido,31
55333,None,Manx,Rato,Fancy,Branco e Cinza,Desconhecido,31
55334,981020021062540,Hermie,Cachorro,Pitbull/Mix,Branco e Castanho,Macho,45
55335,981020021053901,Tuff,Cachorro,Hound/German Shepherd Dog,Marrom,Macho,43
55335,981020021053901,Tuff,Cachorro,Hound/German Shepherd Dog,Marrom,Macho,43
55336,981020021399448,Fuzz Ball,Gato,Domestic Long Hair,Laranja,Macho,59
55336,981020021399448,Fuzz Ball,Gato,Domestic Long Hair,Laranja,Macho,59
55337,981020021066939,Sally,Gato,Domestic Short Hair,Rajado,Femea,48
55338,981020021064889,Otis,Cachorro,Hound/Mix,Marrom e Branco,Macho,22
55338,981020021064889,Otis,Cachorro,Hound/Mix,Marrom e Branco,Macho,22
55339,981020021049734,Otis,Cachorro,Hound,Marrom,Macho,21
55340,None,Stella Blue,Rato,Fancy,Branco e Castanho,Femea,22
55341,None,Althea,Rato,Fancy,Branco e Castanho,Femea,27
55342,None,Salem,Rato,Fancy,Branco e Preto,Macho,20
55343,None,Quatro,Rato,Fancy,Branco e Preto,Macho,20
55344,None,Dennis the Menace,Rato,Fancy,Branco e Castanho,Macho,20
55345,None,Tatiana,Rato,Fancy,Branco e Castanho,Femea,20
55346,None,Susy,Rato,Fancy,Branco e Castanho,Femea,20
55347,None,Roxanne,Rato,Fancy,Branco e Preto,Femea,20
55348,None,Marilyn,Rato,Fancy,Branco e Preto,Femea,20
55349,None,Linnelle,Rato,Fancy,Branco e Cinza,Femea,20
55350,None,Angel,Cachorro,Husky,Cinza e Branco,Femea,38
55351,981020021060732,Oscar,Cachorro,Labrador Retriever/American Bulldog,Marrom,Macho,32
55351,981020021060732,Oscar,Cachorro,Labrador Retriever/American Bulldog,Marrom,Macho,32
55352,981020021061068,Dilenne,Gato,Domestic Long Hair,Marrom e Preto,Femea,105
55354,981020021399063,Winnie,Gato,Domestic Short Hair,Preto,Femea,163
55355,None,Ria,Gato,Domestic Long Hair,Tartaruga,Femea,151
55357,981020021063320,Oreo,Cachorro,Labrador Retriever/Pit Bull Terrier,Preto e Branco,Femea,29
55357,981020021063320,Oreo,Cachorro,Labrador Retriever/Pit Bull Terrier,Preto e Branco,Femea,29
55358,981020021044445,Ki,Cachorro,Shep Mix,Castanho,Macho,33
55359,981020021059927,Sharu,Gato,Domestic Short Hair,Marrom e Preto,Femea,115
55360,0A1051683C,Jinx,Gato,Domestic Short Hair,Tartaruga,Femea,173
55361,981020021053704,Sweeny,Gato,Siamese/Mix,Seal,Femea,79
55362,0A10785A1E,Lucy,Cachorro,Shep Mix,Preto,Femea,43
55363,None,chick,Ave,Chicken,Branco e Preto,Desconhecido,20
55364,981020017474234,Maverick,Cachorro,Terrier,Fulvo,Macho,36
55365,981020021052065,Sprout,Cachorro,Labrador Retriever/Terrier,Dourado,Macho,121
55366,981020021050414,Rafe,Gato,Domestic Short Hair,Marrom e Preto,Macho,32
55369,0A107C0F26,Mango,Gato,Domestic Short Hair,Laranja,Femea,139
55370,981020021520129,Mindy,Gato,Calico,Tabbico,Femea,20
55370,981020021520129,Mindy,Gato,Calico,Tabbico,Femea,20
55370,981020021520129,Mindy,Gato,Calico,Tabbico,Femea,20
55371,None,Ronan,Gato,Calico,Rajado,Femea,0
55371,None,Ronan,Gato,Calico,Rajado,Femea,0
55372,981020021791977,Queen,Cachorro,Chihuahua/Rat Terrier,Castanho e Branco,Femea,43
55373,981020021073850,Kai,Cachorro,Pitbull,Azul,Femea,49
55375,None,Nusan,Gato,Domestic Short Hair,Branco,Desconhecido,23
55376,981020021837413,Athena,Gato,Domestic Short Hair,Preto e Branco,Femea,43
55376,981020021837413,Athena,Gato,Domestic Short Hair,Preto e Branco,Femea,43
55376,981020021837413,Athena,Gato,Domestic Short Hair,Preto e Branco,Femea,43
55377,981020021538822,Aphrodite,Gato,Domestic Short Hair,Creme,Femea,19
55377,981020021538822,Aphrodite,Gato,Domestic Short Hair,Creme,Femea,19
55378,981020021518039,Artemis,Gato,Domestic Short Hair,Preto,Femea,19
55378,981020021518039,Artemis,Gato,Domestic Short Hair,Preto,Femea,19
55379,981020021827145,Mercury,Gato,Domestic Short Hair,Cinza,Macho,19
55379,981020021827145,Mercury,Gato,Domestic Short Hair,Cinza,Macho,19
55380,981020021855015,Jupiter,Gato,Domestic Short Hair,Cinza,Macho,19
55380,981020021855015,Jupiter,Gato,Domestic Short Hair,Cinza,Macho,19
55381,981020021076618,Rat-ta-tat,Gato,Domestic Short Hair,Preto,Macho,31
55382,981020021528611,Junetta,Gato,Domestic Short Hair,Laranja,Femea,103
55382,981020021528611,Junetta,Gato,Domestic Short Hair,Laranja,Femea,103
55383,981020021838667,Emmy,Gato,Domestic Short Hair,Tartaruga,Femea,19
55383,981020021838667,Emmy,Gato,Domestic Short Hair,Tartaruga,Femea,19
55384,981020021829910,Henrietta,Gato,Domestic Short Hair,Tartaruga,Femea,19
55384,981020021829910,Henrietta,Gato,Domestic Short Hair,Tartaruga,Femea,19
55385,981020021859417,Rowena,Gato,Domestic Short Hair,Tartaruga,Femea,19
55385,981020021859417,Rowena,Gato,Domestic Short Hair,Tartaruga,Femea,19
55386,981020021528545,Libby,Gato,Domestic Short Hair,Tartaruga,Femea,19
55386,981020021528545,Libby,Gato,Domestic Short Hair,Tartaruga,Femea,19
55389,981020021062053,Vulcan,Gato,Domestic Short Hair,Marrom e Preto,Macho,41
55391,None,Reverend Bell,Cachorro,German Shepherd Dog,Marrom e Preto,Macho,103
55394,None,Annie,Cachorro,Shih Tzu,Branco e Castanho,Femea,163
55395,981020021398549,Munster,Cachorro,"Poodle, Miniature/Mix",Preto,Macho,91
55396,None,Gray,Gato,Domestic Short Hair,Cinza e Branco,Femea,0
55397,None,Brown,Gato,Domestic Short Hair,Marrom e Preto,Femea,0
55398,None,White,Gato,Domestic Short Hair,Branco e Preto,Femea,0
